		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
100111000  226  245  259  237  241  252  253  224  4.901298 0.768072 SUCCESS  79
101000000  269  264  250  247  245  251  235  218  7.924163 0.440913 SUCCESS  80
101000100  248  246  236  273  265  235  252  256  6.949729 0.542066 SUCCESS  81
101001000  281  278  246  233  253  254  250  273 15.587241 0.048684 SUCCESS  82
101001100  243  265  259  273  251  256  250  232  7.888151 0.444472 SUCCESS  83
101010000  253  275  228  220  236  237  231  257  9.866676 0.274509 SUCCESS  84
101010100  252  267  249  244  243  267  232  249  5.526207 0.700135 SUCCESS  85
101011000  242  249  264  228  233  253  237  273  7.500496 0.483716 SUCCESS  86
101011100  258  238  243  213  244  227  260  218 10.286107 0.245516 SUCCESS  87
101100000  268  223  248  266  241  250  253  266  8.945201 0.346940 SUCCESS  88
101100100  245  235  260  253  241  244  263  226  4.700057 0.789100 SUCCESS  89
101101000  239  247  251  254  256  225  265  253  5.086653 0.748276 SUCCESS  90
101101100  237  214  228  232  231  226  251  244  8.106340 0.423152 SUCCESS  91
101110000  231  232  242  247  249  240  210  229  7.482490 0.485579 SUCCESS  92
101110100  248  257  249  261  236  243  258  255  3.674782 0.885210 SUCCESS  93
101111000  241  233  223  256  244  240  233  254  4.063497 0.851350 SUCCESS  94
101111100  263  239  231  206  245  238  220  258 11.952178 0.153350 SUCCESS  95
110000000  213  234  236  253  232  272  213  221 15.436839 0.051188 SUCCESS  96
110000010  250  254  255  253  266  230  245  259  5.207398 0.735197 SUCCESS  97
110000100  239  240  254  251  250  237  227  269  5.022044 0.755218 SUCCESS  98
110001000  243  238  242  231  248  276  232  242  5.923395 0.655813 SUCCESS  99
110001010  232  245  233  257  262  246  260  253  4.622737 0.797032 SUCCESS 100
110010000  222  248  261  274  247  233  255  214 12.030556 0.149846 SUCCESS 101
110010010  253  265  227  237  250  228  234  245  5.322847 0.722578 SUCCESS 102
110010100  261  250  259  268  221  255  263  232  9.604003 0.293926 SUCCESS 103
110011000  254  258  237  228  229  247  236  234  4.263679 0.832584 SUCCESS 104
110011010  241  250  213  249  259  217  237  249  8.763024 0.362680 SUCCESS 105
110100000  242  266  242  262  254  237  240  219  6.794031 0.559010 SUCCESS 106
110100010  246  247  276  257  244  234  243  279 10.649401 0.222367 SUCCESS 107
110100100  271  249  245  230  236  254  224  271  9.477962 0.303592 SUCCESS 108
110101000  248  252  261  226  260  236  244  250  4.418318 0.817548 SUCCESS 109
110101010  251  264  243  248  236  252  223  232  4.998742 0.757711 SUCCESS 110
110101100  237  238  244  240  249  234  251  227  2.423905 0.965185 SUCCESS 111
110110000  245  225  247  254  238  246  244  256  2.772371 0.947820 SUCCESS 112
110110010  222  210  254  243  209  222  254  241 15.181580 0.055709 SUCCESS 113
110110100  244  241  243  230  270  238  249  249  4.088917 0.849013 SUCCESS 114
110111000  227  226  234  230  234  271  221  271 12.733843 0.121341 SUCCESS 115
110111010  255  259  248  247  237  250  270  268  7.149911 0.520548 SUCCESS 116
110111100  252  249  254  272  246  227  247  267  7.577815 0.475757 SUCCESS 117
111000000  220  227  239  269  260  256  248  235  8.522593 0.384153 SUCCESS 118
111000010  213  213  231  232  233  246  233  277 15.203822 0.055301 SUCCESS 119
111000100  263  240  221  238  239  271  231  264  9.580701 0.295696 SUCCESS 120
111000110  258  259  225  246  251  244  245  250  3.667368 0.885819 SUCCESS 121
111001000  221  216  253  264  239  241  240  232  8.471753 0.388794 SUCCESS 122
111001010  251  236  262  247  238  233  276  244  6.856522 0.552189 SUCCESS 123
111001100  269  260  236  225  242  241  242  236  5.877851 0.660912 SUCCESS 124
111010000  231  247  241  247  237  255  244  241  1.598814 0.990943 SUCCESS 125
111010010  285  244  250  233  233  231  246  246  9.033112 0.339510 SUCCESS 126
111010100  265  254  251  218  230  260  242  247  7.318319 0.502710 SUCCESS 127
111010110  224  247  263  251  217  234  281  222 14.846883 0.062192 SUCCESS 128
111011000  230  227  248  239  245  242  235  234  3.072116 0.929751 SUCCESS 129
111011010  231  226  240  216  241  252  237  251  6.264447 0.617636 SUCCESS 130
111011100  230  262  244  256  244  263  254  249  4.819743 0.776657 SUCCESS 131
111100000  237  253  246  254  272  251  236  230  5.593994 0.692605 SUCCESS 132
111100010  232  257  212  230  237  257  232  285 15.161456 0.056081 SUCCESS 133
111100100  250  227  237  249  250  215  223  235  7.687969 0.464528 SUCCESS 134
111100110  250  251  231  229  265  235  220  246  6.725185 0.566552 SUCCESS 135
111101000  244  248  260  238  245  237  239  264  3.293482 0.914614 SUCCESS 136
111101010  227  233  239  221  244  239  217  241  7.413644 0.492730 SUCCESS 137
111101100  220  209  241  246  231  245  231  237  9.427122 0.307555 SUCCESS 138
111101110  255  239  273  257  236  272  276  244 12.723252 0.121733 SUCCESS 139
111110000  230  242  243  243  267  250  247  238  3.432233 0.904385 SUCCESS 140
111110010  251  243  220  257  223  236  249  245  5.648012 0.686592 SUCCESS 141
111110100  246  249  272  254  241  261  240  237  5.355681 0.718971 SUCCESS 142
111110110  228  219  243  217  252  255  225  246  9.226939 0.323515 SUCCESS 143
111111000  237  272  229  237  262  259  248  248  7.109663 0.524848 SUCCESS 144
111111010  238  252  279  236  255  246  229  223  9.230117 0.323257 SUCCESS 145
111111100  241  258  234  261  269  235  259  245  6.412731 0.601103 SUCCESS 146
111111110  262  273  252  245  274  239  247  246  9.094543 0.334383 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  250  294  227  261  227  235  232  237 15.567117 0.049012 SUCCESS   0
000000011  250  242  246  215  224  250  225  224  8.901775 0.350650 SUCCESS   1
000000101  239  267  244  243  270  236  232  236  6.352358 0.607826 SUCCESS   2
000000111  230  228  231  235  230  242  235  229  5.215871 0.734274 SUCCESS   3
000001001  235  251  208  256  248  252  248  244  7.069415 0.529162 SUCCESS   4
000001011  241  253  232  259  251  222  238  256  4.965908 0.761214 SUCCESS   5
000001101  262  261  253  240  240  263  242  228  5.668136 0.684349 SUCCESS   6
000001111  233  238  251  242  238  229  238  226  3.581575 0.892767 SUCCESS   7
000010001  249  241  230  228  261  241  244  223  5.227522 0.733004 SUCCESS   8
000010011  234  266  235  273  238  233  223  238  9.079715 0.335616 SUCCESS   9
000010101  232  248  251  234  235  270  261  253  6.050495 0.641576 SUCCESS  10
000010111  204  236  231  239  250  234  235  218 11.766823 0.161915 SUCCESS  11
000011001  252  228  240  253  222  254  251  237  4.672518 0.791935 SUCCESS  12
000011011  281  244  261  250  252  258  254  232  9.227998 0.323429 SUCCESS  13
000011101  225  233  251  242  214  271  211  236 14.126649 0.078524 SUCCESS  14
000011111  235  254  238  222  229  246  219  239  6.768611 0.561791 SUCCESS  15
000100011  243  236  242  244  230  230  251  236  2.474745 0.962898 SUCCESS  16
000100101  238  275  232  264  256  249  242  231  7.941110 0.439244 SUCCESS  17
000100111  267  267  230  265  236  250  215  246 11.159920 0.192802 SUCCESS  18
000101001  244  245  222  230  257  248  252  235  4.303928 0.828714 SUCCESS  19
000101011  230  243  256  249  239  266  254  273  7.632892 0.470126 SUCCESS  20
000101101  266  276  240  242  235  262  233  226 10.045676 0.261835 SUCCESS  21
000101111  224  235  235  247  254  238  240  216  6.451920 0.596745 SUCCESS  22
000110011  246  243  252  244  234  244  229  259  2.624088 0.955693 SUCCESS  23
000110101  230  245  231  229  245  251  262  242  4.123869 0.845778 SUCCESS  24
000110111  251  271  246  249  247  255  238  224  5.786763 0.671104 SUCCESS  25
000111001  252  255  250  237  251  258  244  247  2.176060 0.975133 SUCCESS  26
000111011  231  225  279  234  239  240  220  221 12.781506 0.119592 SUCCESS  27
000111101  223  230  286  270  228  220  276  266 22.900794 0.003494 FAILURE  28
000111111  248  254  219  217  227  243  235  240  7.941110 0.439244 SUCCESS  29
001000011  245  229  243  241  268  257  247  257  4.873760 0.770980 SUCCESS  30
001000101  241  214  256  214  262  248  239  237 10.072155 0.259998 SUCCESS  31
001000111  256  229  257  248  249  239  261  243  3.756338 0.878411 SUCCESS  32
001001011  237  259  234  260  249  252  222  246  5.106777 0.746105 SUCCESS  33
001001101  239  221  241  254  261  247  257  273  8.307582 0.404016 SUCCESS  34
001001111  249  292  236  240  245  245  233  239 10.805099 0.212989 SUCCESS  35
001010011  238  235  230  221  240  250  278  240  8.774675 0.361659 SUCCESS  36
001010101  268  238  239  239  239  240  263  250  4.635447 0.795734 SUCCESS  37
001010111  245  230  245  231  238  275  241  253  6.154294 0.629953 SUCCESS  38
001011011  260  245  231  250  238  215  238  216  9.209993 0.324892 SUCCESS  39
001011101  246  248  255  244  254  258  241  220  4.315579 0.827588 SUCCESS  40
001011111  226  230  254  273  244  257  216  241 10.277634 0.246078 SUCCESS  41
001100101  234  236  241  234  224  249  251  241  3.247938 0.917848 SUCCESS  42
001100111  245  249  258  244  250  240  216  243  4.494578 0.809975 SUCCESS  43
001101011  222  246  235  221  232  234  244  259  6.701883 0.569112 SUCCESS  44
001101101  233  238  245  246  257  244  239  236  1.794760 0.986670 SUCCESS  45
001101111  249  259  260  249  253  253  257  265  5.422409 0.711620 SUCCESS  46
001110101  266  249  240  231  237  243  233  242  3.693847 0.883636 SUCCESS  47
001110111  246  253  261  243  252  237  212  234  6.844871 0.553459 SUCCESS  48
001111011  222  238  255  251  221  228  247  263  7.845785 0.448678 SUCCESS  49
001111101  227  264  261  243  247  250  274  256  8.687823 0.369311 SUCCESS  50
001111111  248  234  219  214  233  253  255  258  9.191987 0.326360 SUCCESS  51
010000011  230  246  267  238  241  257  236  246  4.274271 0.831569 SUCCESS  52
010000111  231  240  248  219  241  260  240  244  4.721240 0.786912 SUCCESS  53
010001011  247  226  233  240  253  243  242  224  4.097390 0.848231 SUCCESS  54
010001111  243  229  269  253  224  243  267  241  7.909335 0.442376 SUCCESS  55
010010011  247  242  237  256  244  252  248  239  1.304365 0.995500 SUCCESS  56
010010111  245  274  238  254  228  259  223  254  8.699474 0.368279 SUCCESS  57
010011011  230  224  225  242  248  258  252  261  6.478399 0.593805 SUCCESS  58
010011111  251  259  238  247  244  249  264  250  3.252174 0.917550 SUCCESS  59
010100011  254  224  273  249  226  228  252  254  8.931431 0.348113 SUCCESS  60
010100111  253  246  243  218  238  240  268  252  6.154294 0.629953 SUCCESS  61
010101011  267  214  245  247  208  243  250  247 11.815545 0.159626 SUCCESS  62
010101111  256  197  268  219  244  255  242  260 16.683480 0.033579 SUCCESS  63
010110011  242  244  268  243  265  238  234  246  4.893884 0.768855 SUCCESS  64
010110111  249  240  255  242  219  237  263  243  5.097244 0.747134 SUCCESS  65
010111011  261  261  252  256  281  255  231  242 10.283989 0.245657 SUCCESS  66
010111111  260  214  224  257  266  231  247  249 10.223616 0.249681 SUCCESS  67
011000111  231  258  240  224  253  225  263  240  6.798268 0.558546 SUCCESS  68
011001111  254  240  255  243  248  249  230  265  3.847427 0.870620 SUCCESS  69
011010111  231  249  214  237  237  241  261  263  7.862731 0.446993 SUCCESS  70
011011111  252  224  257  266  246  230  259  258  7.321497 0.502376 SUCCESS  71
011101111  250  256  263  217  271  228  230  253 10.710833 0.218628 SUCCESS  72
011111111  243  221  252  239  228  251  260  257  5.716858 0.678914 SUCCESS  73
100000000  250  294  227  261  227  235  232  237 15.567117 0.049012 SUCCESS  74
100010000  251  253  267  246  251  243  226  220  6.828984 0.555192 SUCCESS  75
100100000  215  238  218  248  222  261  244  234 10.422740 0.236599 SUCCESS  76
100101000  231  217  256  259  240  240  261  249  6.833220 0.554729 SUCCESS  77
100110000  259  253  243  226  257  225  249  239  5.132197 0.743358 SUCCESS  78
100111000  272  234  216  252  237  222  236  243  9.914339 0.271090 SUCCESS  79
101000000  247  253  225  237  246  233  231  240  3.474600 0.901152 SUCCESS  80
101000100  242  240  247  257  249  265  208  233  8.828692 0.356953 SUCCESS  81
101001000  248  249  249  233  248  234  247  252  1.585044 0.991204 SUCCESS  82
101001100  240  234  233  251  260  258  244  236  3.394103 0.907251 SUCCESS  83
101010000  254  246  235  240  259  214  239  222  7.820365 0.451211 SUCCESS  84
101010100  288  239  240  244  253  223  254  228 12.078219 0.147748 SUCCESS  85
101011000  236  255  247  260  232  223  245  209  9.627305 0.292164 SUCCESS  86
101011100  269  228  241  232  235  249  241  268  7.297136 0.504940 SUCCESS  87
101100000  262  251  288  255  228  278  232  257 17.499039 0.025312 SUCCESS  88
101100100  211  235  238  211  264  232  252  238 12.527306 0.129182 SUCCESS  89
101101000  254  260  248  255  229  284  207  248 15.653969 0.047609 SUCCESS  90
101101100  257  252  247  254  231  244  237  229  3.327375 0.912166 SUCCESS  91
101110000  225  271  227  248  232  243  235  218  9.788298 0.280200 SUCCESS  92
101110100  219  235  240  255  255  262  248  250  5.664958 0.684703 SUCCESS  93
101111000  227  278  252  247  252  253  256  253  7.929459 0.440391 SUCCESS  94
101111100  220  230  262  231  236  272  222  254 11.453310 0.177313 SUCCESS  95
110000000  238  263  240  246  242  260  228  240  4.015834 0.855692 SUCCESS  96
110000010  236  267  245  224  238  261  256  235  6.531357 0.587932 SUCCESS  97
110000100  228  251  248  247  241  247  220  227  5.185155 0.737616 SUCCESS  98
110001000  243  256  250  246  226  242  225  231  4.454330 0.813985 SUCCESS  99
110001010  250  238  252  265  240  246  257  257  3.905681 0.865531 SUCCESS 100
110010000  236  231  207  237  223  247  250  245  9.139028 0.330704 SUCCESS 101
110010010  219  250  248  248  249  222  225  231  7.401993 0.493945 SUCCESS 102
110010100  234  211  248  232  224  241  267  255 10.244799 0.248263 SUCCESS 103
110011000  237  277  262  256  256  227  249  238  8.844580 0.355576 SUCCESS 104
110011010  250  242  260  230  211  226  237  250  8.480226 0.388019 SUCCESS 105
110100000  259  246  243  235  242  258  229  273  6.646807 0.575174 SUCCESS 106
110100010  243  248  241  271  258  257  217  228  8.907071 0.350196 SUCCESS 107
110100100  252  251  254  231  234  241  248  255  2.646330 0.954558 SUCCESS 108
110101000  269  229  236  251  248  226  235  244  5.878910 0.660794 SUCCESS 109
110101010  287  215  246  252  222  226  241  225 16.716314 0.033202 SUCCESS 110
110101100  233  222  234  257  276  235  244  221 10.657875 0.221848 SUCCESS 111
110110000  226  258  278  247  240  280  239  240 12.812222 0.118476 SUCCESS 112
110110010  240  233  245  240  264  230  239  247  3.336908 0.911472 SUCCESS 113
110110100  249  274  256  254  230  263  246  244  7.262183 0.508627 SUCCESS 114
110111000  230  270  240  229  215  245  239  242  8.450569 0.390738 SUCCESS 115
110111010  244  230  237  251  267  241  252  252  4.044432 0.853093 SUCCESS 116
110111100  242  255  266  244  255  253  241  252  3.686433 0.884249 SUCCESS 117
111000000  244  257  221  237  245  251  247  251  3.621824 0.889532 SUCCESS 118
111000010  208  264  244  231  224  263  224  237 13.088665 0.108835 SUCCESS 119
111000100  250  234  252  244  248  241  231  231  2.408018 0.965882 SUCCESS 120
111000110  256  251  241  236  236  249  251  253  2.033072 0.979981 SUCCESS 121
111001000  238  239  228  247  224  249  255  273  7.256887 0.509187 SUCCESS 122
111001010  253  217  237  217  216  257  238  261 12.202141 0.142410 SUCCESS 123
111001100  229  260  225  255  263  232  233  238  6.903125 0.547120 SUCCESS 124
111010000  243  249  238  232  254  253  238  257  2.495929 0.961921 SUCCESS 125
111010010  231  272  242  245  224  253  241  239  6.246441 0.619648 SUCCESS 126
111010100  233  242  242  250  243  231  254  256  2.454621 0.963813 SUCCESS 127
111010110  245  222  237  247  236  229  262  238  5.088771 0.748047 SUCCESS 128
111011000  248  264  270  265  271  253  237  241 10.070037 0.260145 SUCCESS 129
111011010  251  267  262  241  267  254  243  244  6.447683 0.597216 SUCCESS 130
111011100  241  257  262  216  232  271  235  250  9.630482 0.291925 SUCCESS 131
111100000  229  257  227  235  241  261  241  229  5.525148 0.700252 SUCCESS 132
111100010  243  214  265  236  255  242  256  228  8.195310 0.414628 SUCCESS 133
111100100  232  259  263  246  239  245  237  240  3.486250 0.900254 SUCCESS 134
111100110  226  245  253  254  266  222  256  271  9.900570 0.272074 SUCCESS 135
111101000  223  256  253  242  247  255  232  263  5.509261 0.702014 SUCCESS 136
111101010  246  223  250  268  223  223  276  229 13.521864 0.095111 SUCCESS 137
111101100  233  278  243  244  260  234  252  274 10.937495 0.205266 SUCCESS 138
111101110  219  229  257  216  243  242  269  263 11.852616 0.157902 SUCCESS 139
111110000  225  248  237  226  242  264  244  236  5.192570 0.736810 SUCCESS 140
111110010  254  235  267  259  226  258  253  256  7.058823 0.530300 SUCCESS 141
111110100  241  249  250  220  242  240  230  250  3.836835 0.871536 SUCCESS 142
111110110  281  277  268  263  253  250  243  284 21.485746 0.005963 FAILURE 143
111111000  254  244  228  208  248  247  259  220 10.545603 0.228798 SUCCESS 144
111111010  233  242  222  237  247  236  241  251  3.388807 0.907646 SUCCESS 145
111111100  246  237  228  217  244  240  272  233  8.337238 0.401240 SUCCESS 146
111111110  243  221  252  239  228  251  260  257  5.716858 0.678914 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  239  231  247  233  236  273  250  251  5.559042 0.696490 SUCCESS   0
000000011  250  232  242  256  226  245  259  257  4.420436 0.817339 SUCCESS   1
000000101  249  275  225  227  256  242  260  247  8.650752 0.372609 SUCCESS   2
000000111  251  236  245  234  225  263  230  262  6.175477 0.627583 SUCCESS   3
000001001  229  275  251  262  221  224  258  259 12.296407 0.138461 SUCCESS   4
000001011  230  249  256  276  256  242  243  252  6.732599 0.565739 SUCCESS   5
000001101  243  276  246  247  240  234  238  232  5.648012 0.686592 SUCCESS   6
000001111  231  261  235  237  237  246  219  236  5.688260 0.682105 SUCCESS   7
000010001  235  216  231  214  249  245  262  247  9.771351 0.281442 SUCCESS   8
000010011  230  243  254  265  244  241  257  265  5.699911 0.680805 SUCCESS   9
000010101  247  279  255  260  237  224  237  251  9.103017 0.333680 SUCCESS  10
000010111  214  252  263  268  263  238  240  234 10.206669 0.250819 SUCCESS  11
000011001  264  251  223  241  240  229  257  245  5.552687 0.697196 SUCCESS  12
000011011  259  246  243  245  249  235  252  228  2.778726 0.947467 SUCCESS  13
000011101  248  218  247  249  253  246  228  253  4.874819 0.770868 SUCCESS  14
000011111  214  266  222  257  228  264  252  234 12.120585 0.145904 SUCCESS  15
000100011  236  229  216  212  223  270  211  228 19.450026 0.012630 SUCCESS  16
000100101  264  240  246  231  248  228  248  240  3.791291 0.875446 SUCCESS  17
000100111  223  226  264  257  247  247  259  274 10.447100 0.235036 SUCCESS  18
000101001  267  244  246  210  246  256  251  227  9.220584 0.324031 SUCCESS  19
000101011  245  239  248  248  229  229  220  224  6.361891 0.606764 SUCCESS  20
000101101  232  240  259  269  259  222  239  231  8.106340 0.423152 SUCCESS  21
000101111  211  229  230  243  236  252  251  249  7.311964 0.503378 SUCCESS  22
000110011  264  273  222  226  238  226  246  225 11.786947 0.160966 SUCCESS  23
000110101  267  258  252  252  212  258  215  240 12.411856 0.133752 SUCCESS  24
000110111  264  229  250  230  243  230  258  233  5.824893 0.666839 SUCCESS  25
000111001  252  223  234  269  239  257  237  248  6.301518 0.613497 SUCCESS  26
000111011  229  191  262  248  246  244  219  251 17.233188 0.027770 SUCCESS  27
000111101  237  230  241  216  260  215  238  240  9.345566 0.313988 SUCCESS  28
000111111  217  309  221  269  243  257  245  265 28.392578 0.000405 FAILURE  29
001000011  245  228  244  239  221  237  255  232  4.820802 0.776546 SUCCESS  30
001000101  231  217  266  220  255  251  246  249  9.157034 0.329223 SUCCESS  31
001000111  215  228  219  239  250  254  222  242 10.133587 0.255775 SUCCESS  32
001001011  267  235  248  239  243  234  247  248  3.282890 0.915371 SUCCESS  33
001001101  232  265  251  270  235  236  260  260  8.273688 0.407202 SUCCESS  34
001001111  230  215  255  239  270  259  264  267 12.715838 0.122008 SUCCESS  35
001010011  251  253  216  243  271  267  221  229 12.402324 0.134136 SUCCESS  36
001010101  245  264  250  252  259  262  256  247  5.009334 0.756578 SUCCESS  37
001010111  276  228  251  256  212  258  239  251 11.703273 0.164942 SUCCESS  38
001011011  241  245  257  271  242  234  229  254  5.642716 0.687182 SUCCESS  39
001011101  262  230  271  225  243  235  247  256  7.799181 0.453329 SUCCESS  40
001011111  222  239  256  242  251  256  265  248  5.509261 0.702014 SUCCESS  41
001100101  221  241  233  221  241  275  244  234  9.611417 0.293365 SUCCESS  42
001100111  264  268  235  219  241  238  238  230  8.320292 0.402825 SUCCESS  43
001101011  231  246  245  251  228  247  224  237  4.015834 0.855692 SUCCESS  44
001101101  229  249  242  270  219  222  246  261  9.895274 0.272453 SUCCESS  45
001101111  251  234  250  230  256  246  249  230  3.184388 0.922259 SUCCESS  46
001110101  255  243  228  278  242  273  229  253 11.324091 0.184003 SUCCESS  47
001110111  233  204  248  260  234  224  248  266 12.717956 0.121929 SUCCESS  48
001111011  249  219  256  239  278  216  261  268 15.318213 0.053245 SUCCESS  49
001111101  241  217  208  238  238  233  220  247 12.030556 0.149846 SUCCESS  50
001111111  233  288  230  245  239  258  243  254 10.873945 0.208944 SUCCESS  51
010000011  259  244  251  262  254  245  262  219  6.935960 0.543558 SUCCESS  52
010000111  243  246  230  252  256  237  227  254  3.596404 0.891580 SUCCESS  53
010001011  245  242  258  225  248  223  238  252  4.763607 0.782518 SUCCESS  54
010001111  230  225  267  249  240  233  236  253  5.922336 0.655931 SUCCESS  55
010010011  262  253  241  225  243  237  231  260  5.296368 0.725481 SUCCESS  56
010010111  259  253  279  225  249  266  263  248 11.674676 0.166320 SUCCESS  57
010011011  229  269  258  269  216  243  244  264 12.058094 0.148631 SUCCESS  58
010011111  243  275  238  243  249  271  235  242  7.740927 0.459178 SUCCESS  59
010100011  243  260  247  251  226  235  257  247  3.790232 0.875536 SUCCESS  60
010100111  253  253  229  236  259  284  218  243 12.487057 0.130760 SUCCESS  61
010101011  245  254  262  248  257  281  243  236  8.581906 0.378783 SUCCESS  62
010101111  255  247  246  257  219  274  263  249  9.319087 0.316097 SUCCESS  63
010110011  222  245  234  230  248  259  241  248  4.462803 0.813143 SUCCESS  64
010110111  231  243  248  255  207  241  238  211 11.988189 0.151732 SUCCESS  65
010111011  253  227  255  256  249  241  249  257  3.619706 0.889703 SUCCESS  66
010111111  250  271  242  246  227  244  256  234  5.514557 0.701427 SUCCESS  67
011000111  257  218  262  254  262  253  237  229  8.232381 0.411106 SUCCESS  68
011001111  260  236  222  231  255  260  241  246  5.776171 0.672288 SUCCESS  69
011010111  242  245  245  230  226  219  255  244  5.438296 0.709866 SUCCESS  70
011011111  239  250  250  233  239  216  262  230  6.589612 0.581486 SUCCESS  71
011101111  254  211  243  264  227  246  264  266 11.699037 0.165146 SUCCESS  72
011111111  234  291  228  220  261  246  262  256 16.483297 0.035962 SUCCESS  73
100000000  239  231  247  233  236  273  250  251  5.559042 0.696490 SUCCESS  74
100010000  225  227  248  238  251  255  269  249  6.438151 0.598276 SUCCESS  75
100100000  240  267  220  290  229  234  262  244 16.428220 0.036645 SUCCESS  76
100101000  241  241  246  267  236  223  270  242  7.340562 0.500374 SUCCESS  77
100110000  264  235  258  227  252  260  245  227  6.660576 0.573657 SUCCESS  78
100111000  277  254  237  256  252  242  239  229  7.166858 0.518742 SUCCESS  79
101000000  237  239  216  246  242  238  272  246  7.177450 0.517614 SUCCESS  80
101000100  260  220  278  229  248  259  244  258 11.181104 0.191647 SUCCESS  81
101001000  224  227  246  234  228  232  251  234  5.766638 0.673353 SUCCESS  82
101001100  250  249  229  237  281  224  235  233  9.785121 0.280433 SUCCESS  83
101010000  260  216  231  284  257  225  248  221 16.466350 0.036171 SUCCESS  84
101010100  254  257  228  264  245  278  260  218 12.714778 0.122047 SUCCESS  85
101011000  251  226  256  258  236  244  224  232  5.623651 0.689305 SUCCESS  86
101011100  248  255  242  242  256  236  242  241  1.540559 0.992014 SUCCESS  87
101100000  224  275  273  252  267  243  225  244 13.321681 0.101250 SUCCESS  88
101100100  224  244  233  265  262  251  249  242  5.760283 0.674063 SUCCESS  89
101101000  226  228  265  261  239  224  212  240 11.817663 0.159527 SUCCESS  90
101101100  244  254  229  257  261  241  266  248  5.423468 0.711504 SUCCESS  91
101110000  234  256  287  241  256  228  239  274 14.452873 0.070699 SUCCESS  92
101110100  245  225  256  232  234  233  223  269  8.244032 0.410003 SUCCESS  93
101111000  224  236  239  242  238  234  245  271  5.782526 0.671577 SUCCESS  94
101111100  228  234  255  239  221  245  274  228  9.300022 0.317622 SUCCESS  95
110000000  225  239  260  226  244  247  250  251  4.501992 0.809234 SUCCESS  96
110000010  242  271  280  263  237  248  239  246 10.446041 0.235104 SUCCESS  97
110000100  260  220  232  243  240  226  266  268 10.067918 0.260291 SUCCESS  98
110001000  211  241  237  242  224  276  238  237 11.318795 0.184282 SUCCESS  99
110001010  255  223  239  221  236  242  263  220  9.042644 0.338711 SUCCESS 100
110010000  233  267  236  262  255  241  237  228  6.233731 0.621069 SUCCESS 101
110010010  251  230  233  279  240  248  248  214 10.766969 0.215256 SUCCESS 102
110010100  247  245  226  265  241  261  249  245  4.628033 0.796491 SUCCESS 103
110011000  245  233  253  244  215  236  230  234  6.014484 0.645609 SUCCESS 104
110011010  267  246  251  252  238  230  224  240  5.487018 0.704478 SUCCESS 105
110100000  239  242  237  229  233  224  244  256  4.152467 0.843112 SUCCESS 106
110100010  268  225  258  229  243  219  219  236 11.383405 0.180907 SUCCESS 107
110100100  229  212  217  229  249  236  248  256 10.469343 0.233616 SUCCESS 108
110101000  273  221  245  264  225  237  244  244  9.239649 0.322485 SUCCESS 109
110101010  254  247  240  260  243  297  247  207 19.312334 0.013276 SUCCESS 110
110101100  227  238  241  264  237  249  218  235  6.676463 0.571908 SUCCESS 111
110110000  250  265  237  243  251  260  279  259  9.571169 0.296423 SUCCESS 112
110110010  250  235  252  266  269  252  249  243  5.779348 0.671932 SUCCESS 113
110110100  241  227  240  238  254  232  211  242  7.218757 0.513225 SUCCESS 114
110111000  232  234  259  259  229  242  232  252  4.805973 0.778098 SUCCESS 115
110111010  242  230  259  273  241  232  238  242  6.176536 0.627465 SUCCESS 116
110111100  244  247  243  235  202  248  256  261  9.778766 0.280898 SUCCESS 117
111000000  229  254  251  240  235  243  231  275  6.781321 0.560400 SUCCESS 118
111000010  245  245  248  244  261  240  234  264  3.456594 0.902532 SUCCESS 119
111000100  242  224  245  249  244  263  229  240  4.389720 0.820362 SUCCESS 120
111000110  264  230  228  258  233  236  267  239  7.568283 0.476735 SUCCESS 121
111001000  239  249  237  232  264  238  217  231  6.729422 0.566087 SUCCESS 122
111001010  245  268  235  270  224  228  239  243  8.541658 0.382422 SUCCESS 123
111001100  236  243  251  271  236  251  226  250  5.563278 0.696020 SUCCESS 124
111010000  223  265  234  217  248  245  216  245 10.709774 0.218692 SUCCESS 125
